num_of_players, total_bet, last_loss, last_revenue, consecutive_wl, last_result,current_result
60,21261000,14307592474,402100,3,4.04,2.44
51,15666700,14308823419,20038700,4,2.44,1.98
52,26021100,14309192321,15099000,5,1.98,7.44
60,34935700,14348696879,16000,6,7.44,1.53
61,31908700,14350439991,19537700,-1,1.53,1.57
59,18516700,14351836767,16593700,-2,1.57,3.98
59,28931400,14354310072,15304100,1,3.98,1.36
55,17194000,14354367455,28618000,-1,1.36,1.24
55,19224900,14354399004,17023900,-2,1.24,6.82
52,16831100,14405046981,3700,1,6.82,5.02
56,14759100,14438327167,4200,2,5.02,1.47
54,2546900,14438384148,14521600,-1,1.47,1.33
59,19057700,14438440428,2232300,-2,1.33,3.6
61,3345700,14444208030,175000,1,3.6,1.42
58,2089100,14444276420,3040100,-1,1.42,1.7
62,6331800,14444330196,1841000,-2,1.7,4.47
62,31793600,14450488711,156200,1,4.47,9.6
53,32194800,14548585314,51900,2,9.6,1.36
52,16676900,14548636725,31940300,-1,1.36,1.39
61,36961900,14548692106,16337000,-2,1.39,1.68
58,20443600,14549898971,21113200,-3,1.68,1.62
60,30856700,14550089164,19703000,-4,1.62,1.36
58,32401600,14550294429,30031100,-5,1.36,6.42
60,16654700,14618281467,2400,1,6.42,1.15
62,14237400,14618295510,16542700,-1,1.15,1
60,25038800,14618295510,14237400,-2,1,1
57,30649600,14618295510,25038800,-3,1,7.03
55,17000400,14677745775,4100,1,7.03,5.64
59,23565300,14682656759,14709500,2,5.64,2
56,25668100,14683477052,22327400,3,2,2.15
59,12791700,14684665392,24011100,4,2.15,33.59
65,37075600,14729719434,100,5,33.59,1.07
56,21337500,14729720170,37065000,-1,1.07,1.51
59,23833400,14730857398,18046900,-2,1.51,8.96
63,17391700,14789444341,700,1,8.96,1.68
60,16166400,14789561589,16484300,-1,1.68,1.1
63,28456700,14789568111,16097500,-2,1.1,1.24
58,29459500,14789681083,27888800,-3,1.24,2.71
60,28342100,14790929160,27781500,1,2.71,1.4
59,17000500,14791024567,27914300,-1,1.4,1.11
62,31248900,14791081142,16375500,-2,1.11,4.7
55,18369500,14801822261,10383800,1,4.7,1.61
57,20762300,14801910399,18018200,-1,1.61,11.85
57,19225900,14840402868,1500,1,11.85,1.34
61,17827000,14840551885,18654000,-1,1.34,1.09
61,24973000,14840552377,17820400,-2,1.09,1
62,15388500,14840552377,24973000,-3,1,2.68
56,2557200,14842783972,12210800,1,2.68,1.39
53,2223100,14842798203,2457000,-1,1.39,1.24
55,4545600,14842802383,2189600,-2,1.24,6.29
50,2080700,14850805341,14200,1,6.29,1.57
54,936200,14850921623,1720100,-1,1.57,4.5
54,1841200,14852230897,230600,1,4.5,1.33
53,2215000,14852246368,1745800,-1,1.33,5.91
49,412900,14856206515,16400,1,5.91,2.65
52,1664000,14856492680,49700,2,2.65,101.03
56,2270400,14862184661,1200,3,101.03,21.42
50,1808400,14868510584,2400,4,21.42,2.27
50,1871000,14868687797,1397200,5,2.27,1.83
50,1399900,14869239939,915300,-1,1.83,1.23
52,1757700,14869251496,1316600,-2,1.23,1.45
53,1434400,14869359329,1356100,-3,1.45,2.48
53,1881800,14869621297,957600,1,2.48,3.64
50,2482100,14870761926,887700,2,3.64,5.29
53,1865100,14874240532,3400,3,5.29,1.14
54,959200,14874242963,1841100,-1,1.14,1.37
48,396300,14874253517,887100,-2,1.37,2.16
51,1165100,14874376671,239100,1,2.16,1.2
57,1747300,14874378798,1145000,-1,1.2,2.96
50,2452600,14874671267,918800,1,2.96,1.6
56,3458000,14874737366,1801400,-1,1.6,5.84
46,1369000,14878960642,16300,1,5.84,2.71
50,1427700,14879629960,48100,2,2.71,2.82
46,17164800,14880573897,60300,3,2.82,1.08
48,1194800,14880574754,17152500,-1,1.08,1.13
52,16422700,14880578057,1131400,-2,1.13,1.16
54,3652100,14881958635,1213800,-3,1.16,1.59
54,16404000,14882426882,1099700,-4,1.59,1.39
55,17824600,14882601129,15670500,-5,1.39,3.21
59,17218400,14885174815,15326700,1,3.21,3.45
58,32528500,14917194397,342700,2,3.45,1.27
50,16512200,14917202360,32439600,-1,1.27,12.92
54,16745100,14949566740,5300,1,12.92,4.23
59,16094900,14998324231,614300,2,4.23,3.82
53,26289500,14999709962,13723000,3,3.82,1.1
55,10819300,14999712177,26244400,-1,1.1,1.2
53,7107500,15000543106,1556900,-2,1.2,2.02
55,17813200,15001040060,810600,1,2.02,5.56
54,17287000,15035443446,6100,2,5.56,1.15
55,17230300,15035444551,17272000,-1,1.15,1.39
51,17620500,15035517078,15879700,-2,1.39,1.04
55,3874600,15035517078,17620500,-3,1.04,1.05
54,6585000,15035517078,3874600,-4,1.05,1.14
48,4498300,15035700101,4552800,-5,1.14,1.98
51,10704500,15036126786,2219300,1,1.98,1.05
45,2165600,15036127901,10682200,-1,1.05,23.28
53,11641400,15039354187,3300,1,23.28,1.04
49,2580000,15039354409,11619200,-1,1.04,3.81
51,19474700,15042130710,11700,1,3.81,66.37
59,22289000,15096204658,2200,2,66.37,1.37
52,17944100,15096330187,21599000,-1,1.37,2.23
54,2575800,15096613223,16951600,1,2.23,1.63
55,4727300,15096750635,1836600,-1,1.63,1.23
53,5563500,15096811871,4186500,-2,1.23,1.52
52,4459300,15096975998,3835700,-3,1.52,4.48
57,10475100,15098561620,505400,1,4.48,1.2
54,1915100,15099366539,1784400,-1,1.2,1.03
50,4575000,15099366539,1915100,-2,1.03,1.56
52,4020700,15099761980,2801400,-3,1.56,1.8
49,3785600,15100995779,2304400,-4,1.8,69.32
55,17793400,15107114482,2200,1,69.32,3.72
50,16728800,15107654064,16004800,2,3.72,2.14
52,16651500,15107964511,16087200,3,2.14,2.25
52,16494000,15108274996,16087800,4,2.25,1.34
47,1642400,15108329981,16207900,-1,1.34,8.33
51,2674800,15110217182,22200,1,8.33,4.49
50,2162100,15113301704,22300,2,4.49,1.13
51,11068700,15113311985,2034700,-1,1.13,1.37
50,2867800,15114699008,2881900,-2,1.37,2.37
55,10936900,15114739807,2766700,1,2.37,8.83
49,1217800,15129173773,101500,2,8.83,15.05
52,9709000,15133363707,1200,3,15.05,1.07
45,756500,15133364958,9688100,-1,1.07,1.04
48,9445400,15133364958,756500,-2,1.04,2.32
54,2858500,15135954875,877100,1,2.32,2.31
50,1824400,15136238623,1506500,2,2.31,2.58
50,3001600,15137159975,509000,3,2.58,2.65
52,2440000,15138525560,71800,4,2.65,1.32
47,9428600,15138638874,1744000,-1,1.32,1.12
51,49507000,15138639999,9412600,-2,1.12,20.91
56,9688900,15169199937,2200,1,20.91,1.08
61,10335600,15169307388,8153600,-1,1.08,1.49
57,13602500,15169344615,10075000,-2,1.49,1
59,30315000,15169344615,13602500,-3,1,5.8
59,20990000,15188855293,119200,1,5.8,1.3
58,6639400,15189980632,6924000,-1,1.3,1.43
56,21531800,15190560824,4065800,-2,1.43,4.2
54,6683300,15220693612,194800,1,4.2,3.75
51,17580600,15222057183,593900,2,3.75,1.42
49,9391000,15223473417,6868700,-1,1.42,1.2
59,17510900,15223892582,7216900,-2,1.2,99.16
56,8883800,15248836215,3200,1,99.16,2.01
50,4469500,15249504231,6738500,2,2.01,1.65
49,7344300,15249828471,3193300,-1,1.65,1.32
50,9400900,15250269412,4568800,-2,1.32,1.23
53,4948900,15250487428,8222900,-3,1.23,5.11
53,6959300,15257191482,103700,1,5.11,3.47
49,2461500,15260238998,3103700,2,3.47,85.83
62,24050300,15262996287,2200,3,85.83,1.1
59,29220300,15263002387,23985000,-1,1.1,1.76
56,5688100,15264879760,13301200,-2,1.76,1.24
58,4476600,15265132843,3647400,-3,1.24,1.11
57,9395600,15265133965,4461000,-4,1.11,2.12
55,8919400,15267276150,3077400,1,2.12,11.68
51,6284300,15272995124,102300,2,11.68,5.37
51,3304200,15279250675,103400,3,5.37,1.37
51,6429000,15279464586,1802300,-1,1.37,1.48
53,4376600,15279897866,4187400,-2,1.48,1.01
56,10774800,15279897866,4376600,-3,1.01,2.11
56,6447100,15284040738,1617400,1,2.11,1.09
58,10565200,15284040937,6444400,-1,1.09,16.46
53,3408500,15291774195,102300,1,16.46,2.82
56,2901900,15293774952,862700,2,2.82,5.1
56,2367300,15297859754,104000,3,5.1,1.04
59,5844900,15297859754,2367300,-1,1.04,6.68
55,2816900,15306329421,103500,1,6.68,1.29
63,3721700,15306438615,2223600,-1,1.29,1.42
55,3001700,15306575488,2998400,-2,1.42,1.23
55,3471100,15306670090,2457400,-3,1.23,2.34
60,4103900,15308873282,637300,1,2.34,1.6
59,3362800,15309543901,1612800,-1,1.6,4.35
61,3406800,15313309984,156700,1,4.35,1.23
62,7350300,15313400149,2515000,-1,1.23,1
59,9147500,15313400149,7350300,-2,1,1.63
59,7649600,15314534112,5952900,-3,1.63,1.16
59,9535500,15314596335,7046300,-4,1.16,1.05
56,7107700,15314597403,9509700,-5,1.05,1.28
52,23190400,15314862032,5370200,-6,1.28,1.5
47,4231200,15319569349,1332700,-7,1.5,1.24
53,6923800,15319712528,3208300,-8,1.24,8.36
57,3653200,15324835338,110700,1,8.36,1.83
57,3171400,15325089541,2178800,-1,1.83,3.99
56,2846600,15328519640,109800,1,3.99,22.93
56,4388500,15331691378,102300,2,22.93,1.59
57,3165400,15332236265,1219400,-1,1.59,1.32
54,3497400,15332477679,1699000,-2,1.32,20.26
59,3813900,15336919831,102300,1,20.26,3.97
52,9480400,15340854830,133900,2,3.97,1
52,2746000,15340854830,9480400,-1,1,1.64
54,10921900,15341359196,362500,-2,1.64,1.13
52,3143600,15342167313,2783300,-3,1.13,1.28
54,2115900,15342599165,929300,-4,1.28,3.93
62,10783600,15343977278,261100,1,3.93,1.05
60,3395700,15344220458,2680000,-1,1.05,6.58
56,1664900,15345255871,104700,1,6.58,1
60,3603500,15345255871,1664900,-1,1,1.61
59,2339000,15345844781,602700,-2,1.61,4.96
60,9531600,15346969032,107300,1,4.96,1.25
55,1643800,15347598281,366900,-1,1.25,6.67
54,2336900,15348343325,105600,1,6.67,2.13
58,3184300,15348750565,162100,2,2.13,1.13
54,3233700,15348782148,2877300,-1,1.13,2.52
53,2868300,15350235754,12000,1,2.52,1.06
59,3515900,15350235784,2867700,-1,1.06,13.39
50,1383600,15351703578,2500,1,13.39,1.3
55,2751400,15351902502,388900,-1,1.3,1
55,13142700,15351902502,2751400,-2,1,1.08
51,22121000,15351903667,13119400,-3,1.08,13.19
49,1761000,15358297633,2500,1,13.19,1.56
54,1677500,15358570107,601300,-1,1.56,1.51
58,4231800,15358723148,1032500,-2,1.51,3.43
57,1711000,15360787163,43600,1,3.43,2.42
53,9379800,15361959961,140700,2,2.42,4.53
55,3173100,15364238518,21100,3,4.53,1.41
54,2036000,15364855730,719800,-1,1.41,1.18
56,3766300,15364883933,1751400,-2,1.18,15.93
56,1945800,15370723860,7000,1,15.93,15.59
55,1250700,15371686887,4400,2,15.59,1.49
50,1281100,15371781363,799700,-1,1.49,2.12
57,2310700,15372007826,202600,1,2.12,1.24
63,2570000,15372280469,759800,-1,1.24,4.62
50,3295700,15372949120,553200,1,4.62,1.58
57,2831000,15373710344,479200,-1,1.58,1.9
55,1990400,15373951518,1714500,-2,1.9,17.33
58,2255200,15377824921,9000,1,17.33,3.72
55,2692000,15379731806,43200,2,3.72,1.46
52,1937000,15380395396,194600,-1,1.46,7.46
53,1629900,15381401399,13600,1,7.46,1.57
57,2413500,15381536791,555300,-1,1.57,2.74
50,1520800,15382428608,1050300,1,2.74,1.71
59,3692100,15382599090,729700,-1,1.71,1
58,3169600,15382599090,3692100,-2,1,1.39
61,2730500,15382857928,1927300,-3,1.39,3.76
60,1443100,15384586802,529000,1,3.76,1.41
60,2817100,15384780237,508900,-1,1.41,2.59
53,1500000,15386284080,516200,1,2.59,1.39
57,2896500,15386510606,395600,-1,1.39,1.35
54,2125800,15386837042,1373600,-2,1.35,7.9
58,2708200,15387737127,127500,1,7.9,3.24
50,2114900,15389019005,135300,2,3.24,4.88
58,9447700,15389586600,137500,3,4.88,1.77
52,2377100,15392623585,482800,-1,1.77,1.35
51,2169000,15392980832,718000,-2,1.35,1.79
57,3001900,15393263637,786900,-3,1.79,1.03
58,5035100,15393263637,3001900,-4,1.03,1.09
56,7952000,15393309962,4228600,-5,1.09,4.61
57,4165300,15396739810,182400,1,4.61,1.72
54,2924700,15397112268,2218000,-1,1.72,1.63
54,5395300,15397219915,1379600,-2,1.63,3.71
56,3432000,15403204848,109300,1,3.71,10.07
55,2772300,15405318448,117300,2,10.07,3.34
59,13079200,15406658627,258700,3,3.34,2.18
57,4138300,15410796865,441400,4,2.18,1
52,3437900,15410796865,4138300,-1,1,5.29
52,5308000,15413408129,304500,1,5.29,1.99
56,12416200,15414616007,701400,2,1.99,1.93
50,7321000,15414974215,10902600,-1,1.93,1.75
52,3659900,15416057943,744700,-2,1.75,3.58
54,3258900,15417421064,716000,1,3.58,1.14
58,14010900,15417422094,3245200,-1,1.14,3.65
51,3824900,15422293205,137600,1,3.65,1.08
61,6726200,15422297519,3770700,-1,1.08,1.3
57,15551600,15422777701,3951900,-2,1.3,5.32
54,2192800,15432462144,209900,1,5.32,2.55
60,3410000,15433788376,214400,2,2.55,1.85
60,9796400,15434920466,284600,-1,1.85,6.81
57,8150100,15439993609,223900,1,6.81,1.1
61,9666700,15439993774,8147700,-1,1.1,1.02
53,13713600,15439993775,9666600,-2,1.02,2.34
57,13045700,15441906895,1210200,1,2.34,1.37
55,7468100,15443261664,6525100,-1,1.37,2.45
56,4095200,15443646631,5933500,1,2.45,1.27
62,12836600,15444117135,1830700,-1,1.27,33.34
55,9614000,15461185001,1900,1,33.34,1.28
60,10661300,15461219035,9415100,-1,1.28,2.78
50,2230400,15462466620,9111400,1,2.78,1.6
62,11275800,15462800573,931100,-1,1.6,5.05
56,945600,15465074439,9004500,1,5.05,6.46
54,870500,15465510828,204700,2,6.46,5.12
60,4465200,15465979612,205700,3,5.12,16.08
57,9113800,15471503565,5400,4,16.08,4.08
60,6790100,15472721040,8100,5,4.08,2.36
59,1292400,15475085765,782900,6,2.36,1.76
57,1376900,15475226492,632900,-1,1.76,3.71
57,6395900,15476325145,59700,1,3.71,1.57
60,1456700,15476506158,5648100,-1,1.57,1.47
55,1116100,15476663689,842500,-2,1.47,1.06
55,1450200,15476663720,1115400,-3,1.06,1.81
60,3324200,15477025996,317400,-4,1.81,1.31
59,4232900,15477653271,1102100,-5,1.31,17.2
56,933700,15480966137,27200,1,17.2,6.68
58,3464900,15482377842,3600,2,6.68,1.11
54,1207900,15482387752,3255700,-1,1.11,4.1
58,2451500,15483187732,229400,1,4.1,134.88
56,7105800,15494039796,1500,2,134.88,1.31
56,9468900,15494068505,6927100,-1,1.31,1.83
54,1317500,15494697451,483800,-2,1.83,2.55
54,1980200,15494922321,648700,1,2.55,2.68
61,2291900,15496395402,257100,2,2.68,1.04
60,1593700,15496401645,1667600,-1,1.04,2.92
53,3097300,15496829368,320800,1,2.92,1.07
65,2255400,15496829426,3096300,-1,1.07,2.27
55,1047500,15497287140,936200,1,2.27,3.6
53,1434000,15498202662,401800,2,3.6,1.62
54,890200,15498224142,1298800,-1,1.62,1.04
53,9650200,15498224142,890200,-2,1.04,2.65
57,1617400,15499455014,729100,1,2.65,1.72
59,1317400,15499548106,1414900,-1,1.72,2.74
57,2647200,15499780096,932400,1,2.74,2.73
52,2472000,15501550040,1077800,2,2.73,20.38
62,6078000,15507912453,2100,3,20.38,8.99
59,1293400,15510051000,16000,4,8.99,2.12
53,1940500,15510826330,344800,5,2.12,3.98
55,8705600,15512379365,16900,6,3.98,1.32
53,8268600,15513036442,591300,-1,1.32,1.53
51,611200,15513632129,59400,-2,1.53,2.37
56,767500,15513744481,205000,1,2.37,4.47
56,8491100,15514235003,6100,2,4.47,2.57
58,10317700,15514688209,291400,3,2.57,1.34
53,6161400,15516143279,2217900,-1,1.34,2.59
55,1067100,15517198222,462300,1,2.59,1.9
61,4548600,15517219747,965100,-1,1.9,1.19
58,15004200,15517231166,4473600,-2,1.19,2.58
62,14110200,15520890069,320600,1,2.58,62.11
57,2879800,15528086770,6600,2,62.11,15.25
57,1027500,15531376773,8600,3,15.25,5.94
58,10498100,15532806756,9600,4,5.94,1.26
50,826200,15532882504,10121300,-1,1.26,6.49
59,11502800,15533804873,9200,1,6.49,1.61
60,2044000,15535589637,885800,-1,1.61,2.44
53,2654400,15537465327,543300,1,2.44,13.8
56,3626400,15538981815,9400,2,13.8,1.22
61,21570400,15539009506,3395400,-1,1.22,1.79
60,3145300,15540481136,3279200,-2,1.79,1.17
63,6741700,15540537238,2558500,-3,1.17,13.45
60,6331000,15547884944,11100,1,13.45,2.34
54,6977300,15548595057,5551800,2,2.34,1.24
54,585700,15548669814,5809600,-1,1.24,1.49
59,5878100,15548721245,327700,-2,1.49,1.71
61,1392000,15548957432,5267100,-3,1.71,1.08
62,2808300,15548958494,1376300,-4,1.08,4.95
60,3227500,15551485198,219400,1,4.95,1.03
65,12150700,15551485198,3227500,-1,1.03,1.01
60,13298400,15551485198,12150700,-2,1.01,1.05
55,7162200,15551485198,13298400,-3,1.05,1.45
60,4562500,15552728442,1866200,-4,1.45,3.19
56,13897700,15554731392,1298300,1,3.19,7.78
53,13820900,15569503824,1033300,2,7.78,1
55,14566000,15569503824,13820900,-1,1,1.36
52,5458500,15569759567,12699200,-2,1.36,1.77
62,4446800,15571548428,791400,-3,1.77,1.27
66,2589100,15571629315,3977300,-4,1.27,1
64,14785800,15571629315,2589100,-5,1,2.79
62,3708600,15574838647,539800,1,2.79,2.23
56,2977800,15575908803,1102700,2,2.23,1.71
57,3518100,15576476562,1029800,-1,1.71,1.22
55,2215000,15576540916,3147400,-2,1.22,1.58
59,3901200,15576646274,1797200,-3,1.58,3.88
55,12081400,15578533580,486100,1,3.88,8.54
52,5437400,15584109176,79400,2,8.54,1.5
52,16602900,15584704064,3872400,-1,1.5,37.05
57,9926500,15596748897,8200,1,37.05,1
59,8727800,15596748897,9926500,-1,1,1.02
56,13499600,15596748897,8727800,-2,1.02,1.16
57,7069500,15597686957,4606500,-3,1.16,3.24
52,25656900,15601425845,301300,1,3.24,2.51
50,1442600,15608759375,519000,2,2.51,2.23
52,2358500,15609389725,518000,3,2.23,2.11
52,4619400,15609945784,751000,4,2.11,1.01
53,2286700,15609945784,4619400,-1,1.01,1.91
56,11152200,15610291008,1064600,-2,1.91,1.23
59,3180800,15610319056,11002300,-3,1.23,2.55
60,3728000,15610835980,1121200,1,2.55,1.01
56,3657400,15610835982,3727800,-1,1.01,3.66
49,1601400,15611932079,919200,1,3.66,8.42
55,2527100,15614188281,266900,2,8.42,1.04
52,3022500,15614188283,2526900,-1,1.04,4.38
56,3021100,15618694641,271600,1,4.38,1.84
52,13960800,15618831849,2632600,-1,1.84,1.08
58,14858900,15618839163,13855300,-2,1.08,4.91
55,6640900,15635187298,269400,1,4.91,3.66
50,10408700,15637679932,272700,2,3.66,1.1
50,1614100,15638257356,2105100,-1,1.1,1.22
50,10231600,15638373345,963800,-2,1.22,9.62
52,2655400,15642173221,24300,1,9.62,2.32
48,866200,15642936337,286400,2,2.32,1.77
47,2320300,15642971469,650800,-1,1.77,5.86
51,9075300,15644257340,70100,1,5.86,2.26
51,9033400,15645234441,182800,2,2.26,1.29
53,9383000,15645272491,8805700,-1,1.29,15.82
52,1325100,15648856853,34300,1,15.82,1.6
55,9926700,15648891070,896400,-1,1.6,6.6
50,1038000,15653306341,80400,1,6.6,2.01
50,796200,15653420368,302000,2,2.01,2.41
53,1384900,15653683388,289200,3,2.41,1.55
49,860300,15653885333,188600,-1,1.55,97.43
53,2283300,15655741057,9300,1,97.43,1.67
52,11049800,15655872524,1610800,-1,1.67,1.55
52,18494300,15655915193,10804900,-2,1.55,1.2
58,11739000,15656755253,10252500,-3,1.2,1.08
54,2067700,15656757040,11711200,-4,1.08,1.53
52,13990900,15656942190,790200,-5,1.53,1.16
51,4330400,15656943175,13977200,-6,1.16,1.37
53,16847900,15657380739,1120100,-7,1.37,1.94
55,6116800,15657701598,14673600,-8,1.94,1.17
53,9524800,15657873906,3840400,-9,1.17,1.09
49,15322400,15657874793,9512000,-10,1.09,1.99
50,21163500,15658476938,12556200,1,1.99,1
52,8954500,15658476938,21163500,-1,1,10.73
53,7229800,15670051016,13700,1,10.73,1.95
50,6968200,15670227971,6831100,-1,1.95,1
51,2218400,15670227971,6968200,-2,1,1.46
48,3829100,15670408252,1329000,-3,1.46,4.08
52,2134100,15671743994,590800,1,4.08,1.08
53,1852200,15671744856,2121800,-1,1.08,2.32
41,2973700,15672120979,708900,1,2.32,1.53
42,1464000,15672511050,1653400,-1,1.53,2.52
43,2076100,15672905923,647500,1,2.52,2
47,3114300,15674035078,544000,2,2,1.03
47,1788000,15674035078,3114300,-1,1.03,1.4
48,3511300,15674209773,854100,-2,1.4,4.59
49,2498300,15676993906,82600,1,4.59,2.09
47,407300,15677715929,82100,2,2.09,3.06
51,2543500,15677824203,142900,3,3.06,1.9
44,2357100,15677918940,2227700,-1,1.9,1.01
44,3032500,15677918940,2357100,-2,1.01,3.8
45,517200,15678683713,192400,1,3.8,4.56
47,2640200,15678909927,194900,2,4.56,1.28
46,503700,15679162356,390000,-1,1.28,1.48
46,646600,15679194745,323300,-2,1.48,1.15
50,1622100,15679195083,642800,-3,1.15,1.56
49,1205300,15679356933,479500,-4,1.56,5.18
46,768100,15679702622,370900,1,5.18,1.02
51,1478700,15679702622,768100,-1,1.02,187.79
41,443800,15684460723,10400,1,187.79,6.06
44,1473300,15684881635,12200,2,6.06,2.72
48,1048600,15685323250,23000,3,2.72,3.94
46,1338700,15685909328,13300,4,3.94,18.43
46,1129200,15686616479,12400,5,18.43,1.2
44,756700,15686711451,551000,-1,1.2,2.73
43,936600,15687039878,273500,1,2.73,3.72
40,678700,15687606255,13600,2,3.72,2.56
43,710600,15688184985,26600,3,2.56,13.19
41,418100,15688363308,13200,4,13.19,4.13
41,425900,15688581547,18500,5,4.13,1.73
47,984300,15688711478,31100,-1,1.73,1.51
41,738900,15688934276,383300,-2,1.51,10.08
46,1462900,15689928881,14300,1,10.08,1.53
44,1213400,15690103748,371700,-1,1.53,1.16
43,1479300,15690145834,724200,-2,1.16,3.79
42,1535100,15691845963,16900,1,3.79,1.46
44,1575500,15691997653,35600,-1,1.46,1.94
43,322500,15692188296,135900,-2,1.94,2.96
40,729100,15692287338,30500,1,2.96,1
43,3083200,15692287338,729100,-1,1,2.74
40,309000,15692513906,91200,1,2.74,1.97
40,1108800,15692594619,40200,0,1.97,1.15
41,2069800,15692687719,149500,-1,1.15,2.93
42,423800,15692895026,34400,1,2.93,1.23
41,361100,15692909047,337800,-1,1.23,1.33
40,1022100,15692922768,289200,-2,1.33,1.74
43,516500,15693118153,65100,-3,1.74,1.5
42,1323700,15693153490,352200,-4,1.5,47.6
39,822400,15694169549,11100,1,47.6,1.19
44,674500,15694196594,302600,-1,1.19,1.12
41,1894800,15694205240,575900,-2,1.12,1.05
40,1301600,15694205270,1894200,-3,1.05,1.44
44,4972100,15694503383,153200,-4,1.44,10.55
43,1007100,15696429997,12400,1,10.55,3.89
40,692500,15697040091,15100,2,3.89,4.07
45,1040200,15697351436,15300,3,4.07,1.58
41,404500,15697520314,132800,-1,1.58,1.61
44,1206400,15697614833,107500,-2,1.61,1.61
42,751700,15697861491,163700,-3,1.61,3.99
45,1099500,15698276560,17300,1,3.99,7.63
40,803300,15698812632,14600,2,7.63,1.17
43,649400,15698894576,286000,-1,1.17,4.22
43,866000,15699078566,17800,1,4.22,2.1
45,8213900,15699169405,111200,2,2.1,4.05
44,954900,15715136107,28800,3,4.05,24.11
44,850200,15715659420,20200,4,24.11,1.04
45,3788200,15715659420,850200,-1,1.04,10.07
46,530300,15719277482,21900,1,10.07,2.63
45,2362000,15719377922,122800,2,2.63,1.99
45,959200,15719605689,38100,3,1.99,2.29
46,1117900,15719796110,49000,4,2.29,3.87
43,1502100,15720260898,23100,5,3.87,1.84
43,2315900,15720358939,1179100,-1,1.84,1.26
42,16887800,15720380970,2193500,-2,1.26,4.47
43,1137700,15730334223,23300,1,4.47,2.01
41,2733100,15730442578,848900,2,2.01,1.01
42,2462700,15730442578,2733100,-1,1.01,2.57
41,1725700,15733145469,91000,1,2.57,1.16
47,3376200,15733226149,919500,-1,1.16,3.5
40,270300,15737197349,26800,1,3.5,4.27
44,1655600,15737306029,27100,2,4.27,1.19
43,8045100,15737380550,834100,-1,1.19,1.51
45,30038100,15737563953,6686100,-2,1.51,1.48
43,406200,15737598264,29871200,-3,1.48,1.32
44,1468400,15737621865,272900,-4,1.32,2.49
46,1155600,15738181305,71100,1,2.49,1.11
42,785000,15738181565,1152400,-1,1.11,1.81
40,519900,15738297248,212500,-2,1.81,5.33
41,1085100,15738627940,57900,1,5.33,1.68
47,1265100,15738761517,79200,-1,1.68,4.49
43,481600,15738998031,62700,1,4.49,1.76
41,1033400,15739079798,67600,-1,1.76,2.35
43,266900,15739185043,103500,1,2.35,3.29
41,1124000,15739293660,72200,2,3.29,1.49
44,697800,15739712020,161000,-1,1.49,1.55
45,894500,15739750163,481400,-2,1.55,1.67
41,2370800,15739805596,596700,-3,1.67,5.71
46,1395900,15741008812,90400,1,5.71,2.17
43,370000,15741282583,114100,2,2.17,3.86
43,400700,15741427965,104500,3,3.86,1.2
41,1086300,15741461238,186000,-1,1.2,1.03
45,1236100,15741477238,286300,-2,1.03,2.36
47,2615100,15741799809,222500,1,2.36,1.62
45,326100,15741969014,197400,-1,1.62,3.12
41,240800,15742094392,160300,1,3.12,1.44
47,1671100,15742097773,220900,-1,1.44,1.09
47,2183700,15742097975,1668300,-2,1.09,1.83
45,787400,15742191768,665500,-3,1.83,2.09
46,719800,15742227671,732200,1,2.09,3.69
46,1276700,15742627239,300500,2,3.69,4.15
45,1262000,15742846012,307200,3,4.15,1.44
43,33072900,15742900592,431700,-1,1.44,1.36
42,2625700,15742916891,33004500,-2,1.36,3.75
50,2318700,15743797481,422900,1,3.75,3.91
47,1568900,15745132085,451700,2,3.91,1.48
44,1265900,15745223525,645600,-1,1.48,3.64
43,1810900,15745577996,649100,1,3.64,2.88
44,1425000,15746063386,374800,2,2.88,5.15
46,1206500,15746927001,430500,3,5.15,3.56
47,1635600,15747262100,554100,4,3.56,1.64
47,3995500,15747722108,718700,-1,1.64,1.83
48,3345500,15747824510,3053200,-2,1.83,1.98
47,4026000,15749610196,1222600,1,1.98,1.85
47,4010200,15749874186,3213300,-1,1.85,3.05
47,3695600,15752316232,1075100,1,3.05,3.38
46,3768900,15754312657,1275200,2,3.38,1.62
43,2729800,15754502381,2060400,-1,1.62,2.45
44,743900,15756984435,60300,1,2.45,1.11
49,3653100,15757000823,588700,-1,1.11,1.82
48,1671500,15757359315,2074500,-2,1.82,2.49
47,3878600,15757813544,78900,1,2.49,4.09
43,3991400,15760506678,58400,2,4.09,7.93
47,4394100,15764189917,59400,3,7.93,5.6
42,1160900,15766581933,55100,4,5.6,2.04
44,2786400,15767475535,59600,5,2.04,3.03
46,2877300,15770151580,72100,6,3.03,3.09
45,1277700,15772738987,85800,7,3.09,2.29
48,3613200,15773650579,71700,8,2.29,3.7
50,4290800,15776313169,82800,9,3.7,1.63
45,1240300,15776492307,3528000,-1,1.63,4.19
53,6829200,15776783247,63200,1,4.19,1.54
50,10389300,15777021073,5785600,-1,1.54,31.03
46,902500,15786741768,44400,1,31.03,1.88
52,5573700,15786937326,65400,-1,1.88,1.18
49,6291600,15786970747,4763000,-2,1.18,1.07
46,11553000,15787018805,5490600,-3,1.07,1.36
48,3759100,15787171566,10348000,-4,1.36,1.23
47,1995700,15787185835,3664500,-5,1.23,45.88
49,1598000,15788817260,43400,1,45.88,2.75
48,1140200,15789664010,85900,2,2.75,1.33
